segment,type,sub_type,category,sub_category,details,transaction_description,country_used
Personal,Expenses,Direct,Groceries,,,اسواق الجزيره  ALJAZERA MARKET CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,اسواق الجزيره  ALJAZERA MARKET CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,اسواق الجزيره  ALJAZERA MARKET CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,اسواق الجزيره  ALJAZERA MARKET CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,اسواق الجزيره  ALJAZERA MARKET CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,اسواق الجزيره  ALJAZERA MARKET CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,اسواق الجزيره  ALJAZERA MARKET CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,اسواق الجزيره  ALJAZERA MARKET CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,اسواق الجزيره  ALJAZERA MARKET CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Clothing,,,اكتان          AKTAN CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,الاتحاد المبتكرCinnbaon Kiosk CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,الاتحاد المبتكرKahve Dunyasi N CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,الاتحاد المبتكرSBC UWalk CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Food,,البيك          ALBaik CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Housing,Home Improvements,Riyadh Mustafa Home,الحميدان لدهاناAl Homidan For CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 بنك الجزيرة,Saudi Arabia
Personal,Expenses,Direct,Transportation,Plane Ticket,Tax,الخطوط الجويه اTURKISH AIRLINE CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Transportation,Petrol,Ford,الدريس للخدمات ALDREES PETROLU CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Clothing,,,الدو           Aldo CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,الذ الحلوى     SWEET DELICIOUS CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Transportation,Petrol,Ford,الربوة 2  بترو ALDREES ,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,السلسلة المتميزPREMIUM CHAIN CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,الشركة السعوديةsaudi french co,Saudi Arabia
Personal,Expenses,Direct,Transportation,Petrol,Ford,العيدي         ALDREES 380 CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Transportation,Petrol,Ford,العيدي         ALDREES 380 CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Transportation,Petrol,Ford,العيدي         ALDREES 380 CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Transportation,Petrol,Ford,العيدي         ALDREES 380 CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Transportation,Petrol,Ford,العيدي         ALDREES 380 CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Transportation,Petrol,Ford,العيدي         ALDREES 380 CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Transportation,Petrol,Ford,العيدي         ALDREES 380 CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Transportation,Petrol,Ford,العيدي         ALDREES 380 CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Food,,المطعم السعودي,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Food,,المطعم السعودي SAUDI RESTAURAN CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Transportation,Petrol,Ford,الورود         ALDREES 83 CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Transportation,Petrol,Ford,الورود         ALDREES 83 CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Transportation,Petrol,Ford,الورود    ALDREES ,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,اوفردوز        OVERDOSE CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Food,,ايسكي كباب     eski kebap CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Housing,Home Stuff,,ايكيا          IKEA CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Housing,Home Stuff,,ايكيا          IKEA CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Housing,Home Stuff,,ايكيا          IKEA CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Housing,Home Stuff,,ايكيا          IKEA CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Housing,Home Stuff,,ايكيا          IKEA CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Housing,Home Stuff,,ايكيا          IKEA CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,إس131 أسواق التS131 Tamimi Mar CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك السعودي الهولندي,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,إس131 أسواق التS131 Tamimi Mar CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك السعودي الهولندي,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,إس134 أسواق التS134 Tamimi Mar CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك السعودي الهولندي,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,إس136 أسواق التS136 Tamimi Mar CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك السعودي الهولندي,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,إس136 أسواق التS136 Tamimi Mar CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك السعودي الهولندي,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,إس136 أسواق التS136 Tamimi Mar CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك السعودي الهولندي,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,إس136 أسواق التS136 Tamimi Mar CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك السعودي الهولندي,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,إس136 أسواق التS136 Tamimi Mar CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك السعودي الهولندي,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,إس136 أسواق التS136 Tamimi Mar CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك السعودي الهولندي,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,إس136 أسواق التS136 Tamimi Mar CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك السعودي الهولندي,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Food,,أفضل سمك وبطاطاBEST FISH AND C CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Food,,أفضل سمك وبطاطاBEST FISH AND C CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Food,,أفضل سمك وبطاطاBEST FISH AND C CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,باباروتي -حياة Papparoti hayat CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Body Care & Medicine,Body Care,Makeup,باث اند بودي ورBath and Body W CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Food,,بدز رود        BUDS ROAD CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك العربي الوطني,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Food,,برجر كنج       BK  23593 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,بود بلس        POD PLUS CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Clothing,,,بول أند بير لوكPull  Bear Loca CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Fun,,بوليفارد العالمBLVD WORLD CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,بوول المطار    Paul Airport CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Clothing,,,بيرشكا الأندلس Bershka Andulus CITY:0000682016SAM JEDDAH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Debt,Debts Paid,,,تحويل الى الاهل والاصدقاء 20800000048903,Saudi Arabia
Personal,Expenses,Debt,Debts Paid,,,تحويل الى الاهل والاصدقاء 20800000048903,Saudi Arabia
Personal,Expenses,Debt,Debts Paid,,,تحويل الى الاهل والاصدقاء 20800000048903,Saudi Arabia
Personal,Expenses,Debt,Debts Paid,,,تحويل الى الاهل والاصدقاء 20800000048903,Saudi Arabia
Personal,Income,Transfer,Family Accounts,,,تحويل الى الاهل والاصدقاء 23958015000108 DEP ID:2076216635 CHNL:SNB Payment Systems,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,تعليله مزاج    TALILA MAZAJ CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,تموينات سلمان  TAMWANT SALMAN CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,تموينات سلمان  TAMWANT SALMAN CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,تموينات سلمان  TAMWANT SALMAN CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,تموينات سلمان  TAMWANT SALMAN CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,تموينات سلمان  TAMWANT SALMAN CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,تموينات سلمان  TAMWANT SALMAN CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,تموينات مرزوق اMarzouq Al-Sham CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,تموينات مرزوق اMarzouq Al-Sham CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,تيم هورتنز     Tim Hortons CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,جي كو          J.CO CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Housing,BookStore,,خدمات الطالب الDistinguished S CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,دانكن دونتس    DUNKIN DONUTS CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك العربي الوطني,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,دورما          DURMA CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,دوكا           DOKA CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,دوكا           DOKA CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,دوكا 3         Doka 3 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Food,,دوكا 3         Doka 3 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,رحال الخليج    Rehal Alkhalej CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,رغد ادارة وتنشيraghad adarat w CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك الأهلي التجاري,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,رغد ادارة وتنشيraghad adarat w CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك الأهلي التجاري,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,رغد ادارة وتنشيraghad adarat w CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك الأهلي التجاري,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,رغد فهد السبيعيRAGHAD Al SUBAI CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك السعودي الهولندي,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,رغد فهد السبيعيRAGHAD Al SUBAI CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك السعودي الهولندي,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,رغد فهد السبيعيRAGHAD Al SUBAI CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك السعودي الهولندي,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,رغد فهد السبيعيRAGHAD Al SUBAI CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك السعودي الهولندي,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Food,,ركن العرب      ARAB CORNER CITY:JEDH682016JED MAKKAH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,ري كافي        Ree Cafe  ,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,ري كافي        Ree Cafe CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 بنك الراجحي,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,ري كافي        Ree Cafe CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 بنك الراجحي,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,ري كافي        Ree Cafe CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 بنك الراجحي,Saudi Arabia
Personal,Expenses,Direct,Clothing,,,ريفا جاليري    Riva Gallery Ma CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Income,Direct,Invoice Return,,,زارا حياة مال  Zara Hayat Mall CITY:0000682016SAM ***9149,Saudi Arabia
Personal,Expenses,Direct,Clothing,,,زارا حياة مال  Zara Hayat Mall CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,سارة الشخص     SARAH ALSHAKHS CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Transportation,Petrol,Ford,ساسكو محطةالسليSasco - As Suli CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك العربي الوطني,Saudi Arabia
Personal,Expenses,Direct,Transportation,Petrol,Ford,ساكو           SACO CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00 البنك السعودي البريطاني,Saudi Arabia
Personal,Expenses,Direct,Clothing,,,سكتيشرز        Apparel Trading CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Clothing,,,سكتيشرز        Apparel Trading CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,سلة البساتين   SALAT ALBASATEN CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Clothing,,,سنتربوينت  الأنCentrepoint  An CITY:0000682016SAM JEDDAH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Clothing,,,سنتربوينت 21036Centrepoint 210 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,سهل مارت  820  SAHEL MART  820 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,سهل مارت  820  SAHEL MART  820 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,سهل مارت  820  SAHEL MART  820 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,سهل مارت  820  SAHEL MART  820 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,سهل مارت  820  SAHEL MART  820 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,سهل مارت  820  SAHEL MART  820 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,سهل مارت  820  SAHEL MART  820 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,سهل مارت  820  SAHEL MART  820 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,سهل مارت  820  SAHEL MART  820 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,سهل مارت  820  SAHEL MART  820 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,سهل مارت # 820 SAHEL MART # 82 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,سهل مارت # 820 SAHEL MART # 82 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,سهل مارت # 820 SAHEL MART # 82 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,سهل مارت # 820 SAHEL MART # 82 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,سهل مارت # 820 SAHEL MART # 82 CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,سينابون        CINNABON CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Coffee Shop,,سينابون        CINNABON CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Fun & Vacation,Food,,شاورما اللؤلؤة LULU SHAWARMA CITY:JEDH682016JED RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Housing,Home Stuff,,شركة ابيات الحدABIAT MODRENCOM CITY:0000682016SAM JEDDAH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,شركة اتم التحوATAM DIGITAL SO CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Clothing,,,شركة اختيارت عاGlobal Selectio CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,شركة ازدهار الرIzdihar Al Riya ,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,شركة ازدهار الرIzdihar Al Riya ,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,شركة ازدهار الرIzdihar Al Riya CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,شركة ازدهار الرIzdihar Al Riya CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,شركة ازدهار الرIzdihar Al Riya CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,شركة ازدهار الرIzdihar Al Riya CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,شركة ازدهار الرIzdihar Al Riya CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,شركة ازدهار الرIzdihar Al Riya CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,شركة ازدهار الرIzdihar Al Riya CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,شركة ازدهار الرIzdihar Al Riya CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,شركة ازدهار الرIzdihar Al Riya CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,شركة ازدهار الرIzdihar Al Riya CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,شركة ازدهار الرIzdihar Al Riya CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
Personal,Expenses,Direct,Groceries,,,شركة ازدهار الرIzdihar Al Riya CITY:0000682016SAM RIYADH MADA ***9149 VAT CHRG:     0.00 Charges:              0.00,Saudi Arabia
